Player Name;Profile URL;Position;Born;College;High School;Draft;Height;Weight;TransactionsRaw;Age;Birth City;Birth State;Birth Country;Transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan Bell;https://www.basketball-reference.com/players/b/belljo01.html;Center ▪ Shoots: Right;January 7 , 1995 (Age: 30-278d) in Los Angeles, California us;Oregon;Long Beach Polytechnic in Long Beach, California;Chicago Bulls , 2nd round (8th pick, 38th overall), 2017 NBA Draft;06.Aug;98.0 kg;June 30, 2011 : Traded by the Sacramento Kings (as a future 2017 2nd round draft pick) with Omri Casspi to the Cleveland Cavaliers for J.J. Hickson . January 6, 2014 : Traded by the Cleveland Cavaliers (as a future 2017 2nd round draft pick) with Andrew Bynum , a 2015 2nd round draft pick ( Sir'Dominic Pointer was later selected) and a 2016 2nd round draft pick ( Paul Zipser was later selected) to the Chicago Bulls for Luol Deng . (1st-round pick is from SAC and is top-12 protected in 2014, top-10 protected from 2015-17;;;;;; the Houston Rockets traded Gerald Green and a 2020 1st round draft pick ( Zeke Nnaji was later selected) to the Denver Nuggets ;" and the Minnesota Timberwolves traded Keita Bates-Diop , Shabazz Napier and Noah Vonleh to the Denver Nuggets. (Pick is GSW's 2024 second-round pick) February 6, 2020 : Traded by the Houston Rockets with a 2023 2nd round draft pick to the Memphis Grizzlies for Bruno Caboclo. 2023 2nd-rd pick was a protected right to swap, did not convey March 2, 2020 : Waived by the Memphis Grizzlies. June 29, 2020 : Signed a multi-year contract with the Cleveland Cavaliers. November 23, 2020 : Traded by the Cleveland Cavaliers with Alfonzo McKinnie to the Los Angeles Lakers for JaVale McGee and a 2026 2nd round draft pick. 2026 2nd-rd pick is LAL own Los Angeles also received a trade exception. November 25, 2020 : Waived by the Los Angeles Lakers. December 18, 2020 : Signed an Exhibit 10 contract with the Washington Wizards. December 19, 2020 : Waived by the Washington Wizards. January 23, 2021 : Signed a 10-day contract with the Washington Wizards. April 14, 2021 : Signed a 10-day contract with the Washington Wizards. May 13, 2021 : Signed a two-way contract with the Golden State Warriors. September 26, 2021 : Signed a contract with the Golden State Warriors. October 15, 2021 : Waived by the Golden State Warriors. December 30, 2021 : Signed a 10-day contract with the Chicago Bulls. September 28, 2023 : Signed an Exhibit 10 contract with the Indiana Pacers. September 30, 2023 : Waived by the Indiana Pacers.""";;;;;;;;;;;;;;;;;;;;;;;;;;
Raja Bell;https://www.basketball-reference.com/players/b/bellra01.html;Shooting Guard ▪ Shoots: Right;September 19 , 1976 (Age: 49-023d) in St. Croix, U.S. Virgin Islands vi;;Miami Killian in Miami, Florida;;06.Mai;92.5 kg;August 2, 2000 : Signed as a free agent with the San Antonio Spurs . April 6, 2001 : Signed a 10-day contract with the Philadelphia 76ers , then signed a contract for the rest of the season. October 1, 2002 : Signed as a free agent with the Dallas Mavericks . September 26, 2003 : Signed as a free agent with the Utah Jazz . August 3, 2005 : Signed as a free agent with the Phoenix Suns . December 10, 2008 : Traded by the Phoenix Suns with Boris Diaw and Sean Singletary to the Charlotte Bobcats for Jared Dudley , Jason Richardson and a 2010 2nd round draft pick ( Gani Lawal was later selected). November 16, 2009 : Traded by the Charlotte Bobcats with Vladimir Radmanović to the Golden State Warriors for Stephen Jackson and Acie Law . July 15, 2010 : Signed as a free agent with the Utah Jazz . March 10, 2013 : Waived by the Utah Jazz .;49;;;;August 2, 2000 : Signed as a free agent with the San Antonio Spurs. April 6, 2001 : Signed a 10-day contract with the Philadelphia 76ers , then signed a contract for the rest of the season. October 1, 2002 : Signed as a free agent with the Dallas Mavericks. September 26, 2003 : Signed as a free agent with the Utah Jazz. August 3, 2005 : Signed as a free agent with the Phoenix Suns. December 10, 2008 : Traded by the Phoenix Suns with Boris Diaw and Sean Singletary to the Charlotte Bobcats for Jared Dudley , Jason Richardson and a 2010 2nd round draft pick ( Gani Lawal was later selected). November 16, 2009 : Traded by the Charlotte Bobcats with Vladimir Radmanović to the Golden State Warriors for Stephen Jackson and Acie Law. July 15, 2010 : Signed as a free agent with the Utah Jazz. March 10, 2013 : Waived by the Utah Jazz.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Troy Bell;https://www.basketball-reference.com/players/b/belltr01.html;Point Guard ▪ Shoots: Right;November 10 , 1980 (Age: 44-336d) in Minneapolis, Minnesota us;Boston College;Academy of Holy Angels in Richfield, Minnesota;Boston Celtics , 1st round (16th pick, 16th overall), 2003 NBA Draft;06.J�n;81.6 kg;June 26, 2003 : Drafted by the Boston Celtics in the 1st round (16th pick) of the 2003 NBA Draft. June 26, 2003 : Traded by the Boston Celtics with Dahntay Jones to the Memphis Grizzlies for Marcus Banks and Kendrick Perkins . November 1, 2004 : Waived by the Memphis Grizzlies .;44;Minneapolis;Minnesota;us;June 26, 2003 : Drafted by the Boston Celtics in the 1st round (16th pick) of the 2003 NBA Draft. June 26, 2003 : Traded by the Boston Celtics with Dahntay Jones to the Memphis Grizzlies for Marcus Banks and Kendrick Perkins. November 1, 2004 : Waived by the Memphis Grizzlies.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Whitey Bell;https://www.basketball-reference.com/players/b/bellwh01.html;Point Guard ▪ Shoots: Right;September 13 , 1932 in Monticello, Kentucky us;NC State;Warsaw Community in Warsaw, Indiana;;6-0;81.6 kg;August 22, 1959 : Traded by the St. Louis Hawks with Tom Hemans and Win Wilfong to the Cincinnati Royals for Johnny McCarthy . January 11, 1960 : Signed as a free agent with the New York Knicks .;;Monticello;Kentucky;us;August 22, 1959 : Traded by the St. Louis Hawks with Tom Hemans and Win Wilfong to the Cincinnati Royals for Johnny McCarthy. January 11, 1960 : Signed as a free agent with the New York Knicks.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Walt Bellamy;https://www.basketball-reference.com/players/b/bellawa01.html;Center ▪ Shoots: Right;July 24 , 1939 in New Bern, North Carolina us;Indiana;J.T. Barber in New Bern, North Carolina;Chicago Packers , 1st round (1st pick, 1st overall), 1961 NBA Draft;06.Nov;102.1 kg;March 27, 1961 : Drafted by the Chicago Packers in the 1st round (1st pick) of the 1961 NBA Draft. November 2, 1965 : Traded by the Baltimore Bullets to the New York Knicks for Jim Barnes , Johnny Egan , Johnny Green and cash. December 19, 1968 : Traded by the New York Knicks with Howard Komives to the Detroit Pistons for Dave DeBusschere . February 1, 1970 : Traded by the Detroit Pistons to the Atlanta Hawks for John Arthurs . May 20, 1974 : Drafted by the New Orleans Jazz from the Atlanta Hawks in the NBA expansion draft. October 18, 1974 : Waived by the New Orleans Jazz .;;New Bern;North Carolina;us;March 27, 1961 : Drafted by the Chicago Packers in the 1st round (1st pick) of the 1961 NBA Draft. November 2, 1965 : Traded by the Baltimore Bullets to the New York Knicks for Jim Barnes , Johnny Egan , Johnny Green and cash. December 19, 1968 : Traded by the New York Knicks with Howard Komives to the Detroit Pistons for Dave DeBusschere. February 1, 1970 : Traded by the Detroit Pistons to the Atlanta Hawks for John Arthurs. May 20, 1974 : Drafted by the New Orleans Jazz from the Atlanta Hawks in the NBA expansion draft. October 18, 1974 : Waived by the New Orleans Jazz.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DeAndre' Bembry;https://www.basketball-reference.com/players/b/bembrde01.html;Small Forward and Shooting Guard ▪ Shoots: Right;July 4 , 1994 (Age: 31-100d) in Charlotte, North Carolina us;Saint Joseph's;The Patrick School in Hillside, New Jersey;Atlanta Hawks , 1st round (21st pick, 21st overall), 2016 NBA Draft;06.Mai;95.3 kg;Show G-League Assignments June 23, 2016 : Drafted by the Atlanta Hawks in the 1st round (21st pick) of the 2016 NBA Draft. July 15, 2016 : Signed a multi-year contract with the Atlanta Hawks . November 30, 2016 : Assigned to the Salt Lake City Stars of the G-League. December 2, 2016 : Recalled from the Salt Lake City Stars of the G-League. December 10, 2016 : Assigned to the Salt Lake City Stars of the G-League. December 12, 2016 : Recalled from the Salt Lake City Stars of the G-League. December 21, 2016 : Assigned to the Salt Lake City Stars of the G-League. December 23, 2016 : Recalled from the Salt Lake City Stars of the G-League. March 14, 2017 : Assigned to the Salt Lake City Stars of the G-League. March 19, 2017 : Recalled from the Salt Lake City Stars of the G-League. December 27, 2017 : Assigned to the Erie BayHawks of the G-League. January 5, 2018 : Recalled from the Erie BayHawks of the G-League. January 18, 2018 : Assigned to the Erie BayHawks of the G-League. January 21, 2018 : Recalled from the Erie BayHawks of the G-League. November 25, 2020 : Signed as a free agent with the Toronto Raptors . April 8, 2021 : Suspended by the league. (1-game suspension) August 3, 2021 : Waived by the Toronto Raptors . August 8, 2021 : Signed a contract with the Brooklyn Nets . February 10, 2022 : Waived by the Brooklyn Nets . February 16, 2022 : Signed a contract with the Milwaukee Bucks . April 7, 2022 : Waived by the Milwaukee Bucks .;31;Charlotte;North Carolina;us;Show G-League Assignments June 23, 2016 : Drafted by the Atlanta Hawks in the 1st round (21st pick) of the 2016 NBA Draft. July 15, 2016 : Signed a multi-year contract with the Atlanta Hawks. November 30, 2016 : Assigned to the Salt Lake City Stars of the G-League. December 2, 2016 : Recalled from the Salt Lake City Stars of the G-League. December 10, 2016 : Assigned to the Salt Lake City Stars of the G-League. December 12, 2016 : Recalled from the Salt Lake City Stars of the G-League. December 21, 2016 : Assigned to the Salt Lake City Stars of the G-League. December 23, 2016 : Recalled from the Salt Lake City Stars of the G-League. March 14, 2017 : Assigned to the Salt Lake City Stars of the G-League. March 19, 2017 : Recalled from the Salt Lake City Stars of the G-League. December 27, 2017 : Assigned to the Erie BayHawks of the G-League. January 5, 2018 : Recalled from the Erie BayHawks of the G-League. January 18, 2018 : Assigned to the Erie BayHawks of the G-League. January 21, 2018 : Recalled from the Erie BayHawks of the G-League. November 25, 2020 : Signed as a free agent with the Toronto Raptors. April 8, 2021 : Suspended by the league. (1-game suspension) August 3, 2021 : Waived by the Toronto Raptors. August 8, 2021 : Signed a contract with the Brooklyn Nets. February 10, 2022 : Waived by the Brooklyn Nets. February 16, 2022 : Signed a contract with the Milwaukee Bucks. April 7, 2022 : Waived by the Milwaukee Bucks.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Irv Bemoras;https://www.basketball-reference.com/players/b/bemorir01.html;Small Forward ▪ Shoots: Right;November 18 , 1930 in Chicago, Illinois us;Illinois;Marshall in Chicago, Illinois;Milwaukee Hawks , 3rd round, 1953 NBA Draft;06.M�r;83.9 kg;April 24, 1953 : Drafted by the Milwaukee Hawks in the 3rd round (?? pick) of the 1953 NBA Draft. September 11, 1956 : Signed as a free agent with the St. Louis Hawks .;;Chicago;Illinois;us;April 24, 1953 : Drafted by the Milwaukee Hawks in the 3rd round (?? pick) of the 1953 NBA Draft. September 11, 1956 : Signed as a free agent with the St. Louis Hawks.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leon Benbow;https://www.basketball-reference.com/players/b/benbole01.html;Shooting Guard ▪ Shoots: Right;July 23 , 1950 (Age: 75-081d) in Columbia, South Carolina us;Jacksonville University;Booker T. Washington in Columbia, South Carolina;Chicago Bulls , 2nd round (9th pick, 27th overall), 1974 NBA Draft;06.Apr;83.9 kg;September 10, 1973 : Traded by the Buffalo Braves (as a future 1974 2nd round draft pick) with John Hummer and a 1975 2nd round draft pick ( Larry Fogle was later selected) to the Chicago Bulls for Gar Heard and Kevin Kunnert . May 28, 1974 : Drafted by the Chicago Bulls in the 2nd round (27th pick) of the 1974 NBA Draft. October 21, 1976 : Waived by the Chicago Bulls . February 2, 1977 : Signed as a free agent with the Chicago Bulls . October 5, 1977 : Waived by the Chicago Bulls .;75;Columbia;South Carolina;us;September 10, 1973 : Traded by the Buffalo Braves (as a future 1974 2nd round draft pick) with John Hummer and a 1975 2nd round draft pick ( Larry Fogle was later selected) to the Chicago Bulls for Gar Heard and Kevin Kunnert. May 28, 1974 : Drafted by the Chicago Bulls in the 2nd round (27th pick) of the 1974 NBA Draft. October 21, 1976 : Waived by the Chicago Bulls. February 2, 1977 : Signed as a free agent with the Chicago Bulls. October 5, 1977 : Waived by the Chicago Bulls.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dragan Bender;https://www.basketball-reference.com/players/b/bendedr01.html;Power Forward and Center ▪ Shoots: Right;November 17 , 1997 (Age: 27-329d) in Capljina, Bosnia and Herzegovina ba;;;Phoenix Suns , 1st round (4th pick, 4th overall), 2016 NBA Draft;7-0;102.1 kg;Show G-League Assignments June 23, 2016 : Drafted by the Phoenix Suns in the 1st round (4th pick) of the 2016 NBA Draft. July 7, 2016 : Signed a multi-year contract with the Phoenix Suns . July 26, 2019 : Signed as a free agent with the Milwaukee Bucks . November 8, 2019 : Assigned to the Wisconsin Herd of the G-League. November 10, 2019 : Recalled from the Wisconsin Herd of the G-League. November 13, 2019 : Assigned to the Wisconsin Herd of the G-League. November 14, 2019 : Recalled from the Wisconsin Herd of the G-League. November 15, 2019 : Assigned to the Wisconsin Herd of the G-League. November 16, 2019 : Recalled from the Wisconsin Herd of the G-League. November 29, 2019 : Assigned to the Wisconsin Herd of the G-League. November 30, 2019 : Recalled from the Wisconsin Herd of the G-League. December 4, 2019 : Assigned to the Wisconsin Herd of the G-League. December 6, 2019 : Recalled from the Wisconsin Herd of the G-League. December 28, 2019 : Recalled from the Wisconsin Herd of the G-League. January 1, 2020 : Assigned to the Wisconsin Herd of the G-League. January 7, 2020 : Recalled from the Wisconsin Herd of the G-League. January 15, 2020 : Assigned to the Wisconsin Herd of the G-League. January 16, 2020 : Recalled from the Wisconsin Herd of the G-League. January 30, 2020 : Assigned to the Wisconsin Herd of the G-League. January 31, 2020 : Recalled from the Wisconsin Herd of the G-League. February 4, 2020 : Assigned to the Wisconsin Herd of the G-League. February 5, 2020 : Recalled from the Wisconsin Herd of the G-League. February 7, 2020 : Assigned to the Wisconsin Herd of the G-League. February 8, 2020 : Recalled from the Wisconsin Herd of the G-League. February 10, 2020 : Waived by the Milwaukee Bucks . February 23, 2020 : Signed a 10-day contract with the Golden State Warriors . March 5, 2020 : Signed a 2nd 10-day contract with the Golden State Warriors .;27;Capljina;Bosnia and Herzegovina;ba;Show G-League Assignments June 23, 2016 : Drafted by the Phoenix Suns in the 1st round (4th pick) of the 2016 NBA Draft. July 7, 2016 : Signed a multi-year contract with the Phoenix Suns. July 26, 2019 : Signed as a free agent with the Milwaukee Bucks. November 8, 2019 : Assigned to the Wisconsin Herd of the G-League. November 10, 2019 : Recalled from the Wisconsin Herd of the G-League. November 13, 2019 : Assigned to the Wisconsin Herd of the G-League. November 14, 2019 : Recalled from the Wisconsin Herd of the G-League. November 15, 2019 : Assigned to the Wisconsin Herd of the G-League. November 16, 2019 : Recalled from the Wisconsin Herd of the G-League. November 29, 2019 : Assigned to the Wisconsin Herd of the G-League. November 30, 2019 : Recalled from the Wisconsin Herd of the G-League. December 4, 2019 : Assigned to the Wisconsin Herd of the G-League. December 6, 2019 : Recalled from the Wisconsin Herd of the G-League. December 28, 2019 : Recalled from the Wisconsin Herd of the G-League. January 1, 2020 : Assigned to the Wisconsin Herd of the G-League. January 7, 2020 : Recalled from the Wisconsin Herd of the G-League. January 15, 2020 : Assigned to the Wisconsin Herd of the G-League. January 16, 2020 : Recalled from the Wisconsin Herd of the G-League. January 30, 2020 : Assigned to the Wisconsin Herd of the G-League. January 31, 2020 : Recalled from the Wisconsin Herd of the G-League. February 4, 2020 : Assigned to the Wisconsin Herd of the G-League. February 5, 2020 : Recalled from the Wisconsin Herd of the G-League. February 7, 2020 : Assigned to the Wisconsin Herd of the G-League. February 8, 2020 : Recalled from the Wisconsin Herd of the G-League. February 10, 2020 : Waived by the Milwaukee Bucks. February 23, 2020 : Signed a 10-day contract with the Golden State Warriors. March 5, 2020 : Signed a 2nd 10-day contract with the Golden State Warriors.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonathan Bender;https://www.basketball-reference.com/players/b/bendejo01.html;Small Forward ▪ Shoots: Right;January 30 , 1981 (Age: 44-255d) in Picayune, Mississippi us;;Picayune Memorial in Picayune, Mississippi;Toronto Raptors , 1st round (5th pick, 5th overall), 1999 NBA Draft;06.Nov;91.6 kg;January 21, 1999 : As part of a 3-team trade, traded by the Denver Nuggets (as a future 1999 1st round draft pick) to the Toronto Raptors ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
